source,SeniorCollector,CollectionNumber,FamilyName,Genus,Species,Subspecific,Author,DeterminationBy,DeterminationYear,qualifier,Rank,CurrentDet,*Institutions,AlternateDet,*Accession Numbers,*Barcodes,year,Date Display,IsCultivated,InCentinelaRidge,Country,UpperName,LowerName,Locality,LatitudeDecimal,LongitudeDecimal,ElevationDisplay,*Coordinate Display,*GeographicKeywords,Description,*Ecological Condition
SEL,"Hansen, O.",7739,Bromeliaceae,Guzmania,remyi,,L.B. Sm.,,,,species,Guzmania remyi L.B. Sm.,SEL,,36445,SEL015205,1980,,,TRUE,Ecuador,Los Ríos,,"Centinela Ridge area, 12.5 km E of Patricia Pilar.",-0.641687,-79.307177,450,,,Lightly disturbed forest on hills.,
SEL,"Iltis, Hugh Hellmut",61,Gesneriaceae,Columnea,herthae,,Mansf.,,,,species,Columnea herthae Mansf.,"SEL, QCA",,29659,SEL063522,1977,,,TRUE,Ecuador,Los Ríos,,"9 km E of (11 km by road from) Patreicia Pilar (1 km to the E of Escuela Centinelas, a minute settlement forest cleared in 1969), 58 km ENE of Quevedo, on Pan-Am Highway to Santo Domingo de los Colorados.",-0.6,-79.3,300,,,"Common high up on trunks in TRF; virgin fog, moss&epiphyte enshrouded wet tropical rain forest on steep, well-drained slopes & ridges, w/ buttressed trees to 50-60 m, many medium & small palms & Cyclanthaceae in understory; cretaceous volcanic diabasic bedrock? Soil clayey?",
SEL,"Iltis, Hugh Hellmut",65,Gesneriaceae,Drymonia,teuscheri,,(Raymond) J.L. Clark,,,,species,Drymonia teuscheri (Raymond) J.L. Clark,"SEL, QCA",,29661,SEL077108,1977,,,TRUE,Ecuador,Los Ríos,Quevedo,"Virgin fog, moss-and-epiphyte enshrouded wet tropical rain forest on steep, well drained slopes and ridges, with buttressed trees to 50-60 m, many medium and small palms and Cyclanthaceae in understory; cretaceous volcanic diabasic bedrock? Soil clayey? 9 km E of (11 km by road from) Patricia Pilar (1 km to the E of Escuela Centinelas, a minute settlement forest cleared in 1969), 58 km ENE of Quevedo, on Pan Am Highway to Santo Domingo de los Colorados.",-0.6,-79.3,300,,,,
SEL,"Iltis, Hugh Hellmut",68,Gesneriaceae,Monopyle,sodiroana,,Fritsch,,,,species,Monopyle sodiroana Fritsch,"SEL, QCA",,29657,Sel068425,1977,,,TRUE,Ecuador,Los Ríos,,"9 km E of (11 km by road from) Patricia Pilar (1 km to the E of Escuela Centinelas, a minute settlement forest cleared in 1969), 58 km ENE of Quevedo, on PanAm Highway to Santo Domingo de los Colorados.",-0.6,-79.3,300,,,"Virgin fog, moss-and-epipyhte-enshrouded wet tropical rain forest on steep, wlll-drained slopes & ridges, w/ buttressed trees to 50-60 m, many medium and small palms and Cyclanthaceae in understory. Cretaceous volcanic diabasic bedrock? Soil clayey?",
SEL,"Iltis, Hugh Hellmut",71,Gesneriaceae,Trichodrymonia,hypocyrta,,(Wiehler) M.M. Mora & J.L. Clark,,,,species,Trichodrymonia hypocyrta (Wiehler) M.M. Mora & J.L. Clark,SEL,,29662,,1977,,,TRUE,Ecuador,Los Ríos,,"9 km E of (11 km by road from) Patricia Pilar (1 km to the E of Esceula Centinelas, a minute settlement forest cleared in 1969), 58 km ENE of Quevedo, on Pan-Am Highway to Santo Domingo de los Colorados.",-0.6,-79.3,300,,,"Virgin fog, moss-and-epiphyte-enshrouded wet tropical rain forest on steep, well-drained slopes & ridges, w/ buttressed trees to 50-60 m, many medium & small palms & Cyclanthaceae in understory; cretaceous volcanic diabasic bedrock? Soil Clayey?",
SEL,"Iltis, Hugh Hellmut",107,Orchidaceae,Pleurothallis,costaricensis,,Rolfe,,,,species,Pleurothallis costaricensis Rolfe,"SEL, MO",,,,1977,,,TRUE,Ecuador,Pichincha,,Centinella,,,600,,,,
SEL,"Iltis, Hugh Hellmut",108,Orchidaceae,Pleurothallis,ruscifolia,,(Jacq.) R. Br.,,,,species,Pleurothallis ruscifolia (Jacq.) R. Br.,SEL,,29515,SEL055505,1977,,,TRUE,Ecuador,Los Ríos,,"9 km e of (11 km by road from) Patricia Pilar (1 km to the E of Escuela Centinelas, a minute settlement forest cleared in 1969) 58 km ENE of Quevedo, on PanAm highway to Santo Domingo de los Colorados.",-0.6,-79.3,600,,,"Virgin fog, moss-and-epiphyte-enshrouded wet tropical rain forest on steep, well drained slopes and ridges, with buttressed trees 50-60 m, many medium and small palms and Cyclanthaceae in understory.  Cretaceous volcanic diabasic bedrock?  Soil clayey?",
SEL,"Iltis, Hugh Hellmut",109,Orchidaceae,Scaphyglottis,prolifera,,(Sw.) Cogn.,,,,species,Scaphyglottis prolifera (Sw.) Cogn.,SEL,,29408,SEL045208,1977,,,TRUE,Ecuador,Los Ríos,,"Some maps show this as Pichincha. 9km E. of Patricia Pilar, (11km by road from); 1km to the E. of Escuela Centinelas, (a minute settlement forest cleared in 1969); 58km ENE of Quevedo, on PanAm Highway to Santo Domingo de los Colorados.",-0.6,-79.3,300,,,"Virgin fog, moss and epiphyte enshrouded wet tropical rain forest on steep, well-drained slopes and ridges, with buttressed trees to 50-60m. Many medium and small palms and Cyclanthaceae in understory. Cretaceous volcanic diabasic bedrock? Soil clayey?",
SEL,"Iltis, Hugh Hellmut",110,Gesneriaceae,Gloxinia,dodsonii,,Wiehler,,,,species,Gloxinia dodsonii Wiehler,SEL,,29663,SEl068935,1977,,,TRUE,Ecuador,Los Ríos,,"9 km E of (11 km by road from) Patricia Pilar (1 km to the E of Escuela Centinelas, a minute settlement forest cleared in 1969), 58 km ENE of Quevedo, on Pan-Am Highway to Santo Domingo de los Colorados.",-0.6,-79.3,300,,,"Virgin fog, moss-and-epiphyte-enshrouded wet tropical rain forest on steep, well-drained slopes and ridges, with buttressed trees to 50-60 m, many medium and small palms and Cyclanthaceae in understory. Cretaceous volcanic diabasic bedrock? Soil clayey?",
SEL,"Iltis, Hugh Hellmut",114,Gesneriaceae,Gasteranthus,atratus,,Wiehler,,,,species,Gasteranthus atratus Wiehler,SEL,,29669,SEL066724,1977,,,TRUE,Ecuador,Los Ríos,Buena Fé,"9 km E of (11 km by road from) Patricia Pilar (1 km to the E of Escuela Centinelas, a minute settlement forest cleared in 1969), 58 km ENE of Quevedo, on Pan-Am Highway to Santo Domingo de los Colorados",-0.6,-79.3,300,,,"Virgin fog, moss-and-epiphyte-enshrouded wet tropical rain forest on steep, well-drained slopes and ridges, with buttressed trees to 50-60 m, many medium and small palms and Cyclanthaceae in understory. Cretaceous volcanic diabasic bedrock? Soil clayey?",
SEL,"Iltis, Hugh Hellmut",117,Orchidaceae,Pleurothallis,pidax,,Luer,,,,species,Pleurothallis pidax Luer,SEL,,29407,SEL049642,1977,,,TRUE,Ecuador,Pichincha,,"9 km E of (11 km by road from) Patricia Pilar (1 km to the E of Escuela Centinelas, a minute settlement forest cleared in 1969), 58 km ENE of Quevedo, on Pan-Am Highway to Santo Domingo de los Colorados.",-0.6,-79.3,300,,,"Virgin fog, moss-and-epiphyte-enshrouded wet tropical rain forest on steep, well-drained slopes and ridges, with buttressed trees to 50-60 m, many medium and small palms and Cyclanthaceae in understory.  Cretaceous volcanic diabasic bedrock?  Soil clayey?",
SEL,"Ingram, Stephen W.",1102,Araceae,Chlorospatha,atropurpurea,,(Madison) Madison,,,,species,Chlorospatha atropurpurea (Madison) Madison,SEL,,,,1991,,TRUE,TRUE,Ecuador,Pichincha,,Centinela.Original collection by: Dodson s.n.,,,540,,,,
SEL,"Ingram, Stephen W.",1133,Marantaceae,Pleiostachya,pruinosa,,(Regel) K. Schum.,,,,species,Pleiostachya pruinosa (Regel) K. Schum.,SEL,,,,1991,,TRUE,TRUE,Ecuador,Pichincha,,Centinela. Original collection by: Dodson s.n.,,,0,,,,
SEL,"Kennedy, Helen",4408,Marantaceae,Calathea,multicincta,,H. Kenn.,,,,species,Calathea multicincta H. Kenn.,SEL,,63377,SEL003024,1982,,,TRUE,Ecuador,,,About 5 km along the road from Patricia Pilar to Centinella.,,,300,,,Tropical moist forest.,
SEL,"Kress, W. J.",2275,Heliconiaceae,Heliconia,marmoliana,,Dodson & A.H. Gentry,,,,species,Heliconia marmoliana Dodson & A.H. Gentry,SEL,,61202,SEL001673,1988,,,TRUE,Ecuador,,,Centinela ridge above Río Palenque.,,,2000,,,Understory of primary forest.,
SEL,"Luther, Harry E.",350,Bromeliaceae,Aechmea,angustifolia,,Poepp. & Endl.,,,,species,Aechmea angustifolia Poepp. & Endl.,SEL,,34706,SEL21408,1980,,,TRUE,Ecuador,Pichincha,,"El Centinela, 12 km east of Patricia Pilar on road between Santo Domingo and Quevedo.",-0.611988,-79.260929,600,,,Epiphyte on stump in full sun.,
SEL,"Luther, Harry E.",351,Bromeliaceae,Guzmania,hitchcockiana,,L.B. Sm.,,,,species,Guzmania hitchcockiana L.B. Sm.,SEL,,34707,SEL014722,1980,,,TRUE,Ecuador,Santo Domingo Tsáchiles,,"El Centinela, 12 km east of Patricia Pilar on road between Santo Domingo and Quevedo.",-0.60667,-79.22924,600,,,,
SEL,"Luther, Harry E.",352,Bromeliaceae,Tillandsia,narthecioides,,C. Presl,,,,species,Tillandsia narthecioides C. Presl,SEL,,34520,SEL18715,1980,,,TRUE,Ecuador,Los Ríos,,"El Centinela, 12 km east of Patricia Pilar on road between Santo Domingo and Quevedo.",-0.569593,-79.262545,600,,,,
SEL,"Luther, Harry E.",1220,Bromeliaceae,Pitcairnia,simulans,,H. Luther,,,,species,Pitcairnia simulans H. Luther,SEL,,61485,SEL013239,1988,,,TRUE,Ecuador,Pichincha,,Centinela Ridge.,-0.463002,-79.252012,650,,,Wet premontane forest remnants.,
SEL,"Luther, Harry E.",1221,Bromeliaceae,Tillandsia,venusta,,Mez & Wercklé,,,,species,Tillandsia venusta Mez & Wercklé,SEL,,61200,SEL20074,1988,,,TRUE,Ecuador,Pichincha,,Centinela Ridge.,-0.225246,-78.599947,650,,,Wet  premontane forest remnants.,
SEL,"Luther, Harry E.",s.n.,Bromeliaceae,Tillandsia,venusta,,Mez & Wercklé,,,,species,Tillandsia venusta Mez & Wercklé,SEL,,84913,SEL20066,1980,,TRUE,TRUE,Ecuador,Pichincha,,"Coll. Prov. Pichincha, Centinela.",-0.134816,-78.518206,470,,,,
SEL,"Luther, Harry E.",s.n.,Bromeliaceae,Werauhia,vittata,,(Mez & Wercklé) J.R. Grant,,,,species,Werauhia vittata (Mez & Wercklé) J.R. Grant,SEL,,100085,SEL21313,2009,,TRUE,TRUE,Ecuador,Pichincha,,"Coll at Centinela, C. H. Dodson legit. Fl in cult.",-0.538831,-79.191373,0,,,,
SEL,"Madison, Michael Timothy",3800,Orchidaceae,Scaphyglottis,prolifera,,(Sw.) Cogn.,,,,species,Scaphyglottis prolifera (Sw.) Cogn.,SEL,,,,1977,,,TRUE,Ecuador,Pichincha,,Centinela,,,650,,,,
SEL,"Masterson, D & E",8085,Gesneriaceae,Columnea,asteroloma,,(Wiehler) L.E. Skog,,,,species,Columnea asteroloma (Wiehler) L.E. Skog,SEL,,89704,Sel062847,1980,,,TRUE,Ecuador,Los Ríos,,"La Centinella, ca. 14 Km from Patricia Pilar and Río Palenque Science Center.",,,0,,,,
SEL,"Morgan, Pete",s.n.,Orchidaceae,Mesospinidium,incantans,,Rchb. f.,,,,species,Mesospinidium incantans Rchb. f.,SEL,,36971,SEL040462,1981,,,TRUE,Ecuador,Pichincha,,"Collections from path following ridge line at El Centinela at crest of Montanas de Ila on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at km 45 on road from Sto Domingo to Quevedo

Fl in cult",-0.505332,-79.331163,600,00°37'S 079°17'W,,,
SEL,"Perry, *",304,Orchidaceae,Dressleria,claviodora,,Hills & Cristenson,,,,species,Dressleria claviodora Hills & Cristenson,SEL,Dressleria fragrans Dodson (SEL),,,1960,,,TRUE,Ecuador,Pichincha,,Centinela (OIC 5920),,,600,,,,
SEL,"Sauleda, Ruben Primitivo",3767,Orchidaceae,Maxillaria,chartacifolia,,Ames & C. Schweinf.,,,,species,Maxillaria chartacifolia Ames & C. Schweinf.,"AMES, SEL",,37143,SEL038561,1980,,,TRUE,Ecuador,Santo Domingo Tsáchiles,,"Centinela ridge, 12 km east of Patricia Pilar, along path on ridge.",-0.447572,-79.176074,500,,,,
SEL,"Sauleda, Ruben Primitivo",3768,Orchidaceae,Scaphyglottis,prolifera,,(Sw.) Cogn.,,,,species,Scaphyglottis prolifera (Sw.) Cogn.,SEL,,37142,SEL045182,1980,,,TRUE,Ecuador,Pichincha,,"Centinela Ridge, 12KM east of Patricia Pilar, along path on the ridge.",-0.571353,-79.31915,426,,,,
SEL,"Sauleda, Ruben Primitivo",3772,Orchidaceae,Trichopilia,rostrata,,Rchb. f.,,,,species,Trichopilia rostrata Rchb. f.,SEL,,37141,SEL046947,1982,,,TRUE,Ecuador,,,"Centinela Ridge, 12 km east of Patricia Pilar, along path on ridge.",-0.571353,-79.31915,426,,,,
SEL,Unknown,s.n.,Gesneriaceae,Paradrymonia,aurea,,Wiehler,,,,species,Trichodrymonia aurea,SEL,,,,,,TRUE,TRUE,Ecuador,Pichincha,,"Note on Gesneriad Research Foundation index card: La Centinella below ridge, ??? w/ P. hypocyrta.",,,530,,,,
SEL,Unknown,s.n.,Gesneriaceae,Paradrymonia,hypocyrta,,Wiehler,,,,species,Paradrymonia hypocyrta Wiehler,SEL,,,,,,TRUE,TRUE,Ecuador,Pichincha,,"La Centinella. Living plant collector H. Luther s.n., 1980.",,,0,,,,
SEL,"Wiehler, Hans Joachim",s.n.,Gesneriaceae,Cremosperma,castroanum,,C.V. Morton,,,,species,Cremosperma castroanum C.V. Morton,SEL,,,,,,,TRUE,Ecuador,,,Ecuador: Pichincha: Centinella,,,0,,,,
SEL,"Wiehler, Hans Joachim",s.n.,Gesneriaceae,Drymonia,ecuadorensis,,Wiehler,,,,species,Drymonia ecuadorensis Wiehler,SEL,,52629,SEL070954,,,TRUE,TRUE,Ecuador,Los Ríos,,"From Gesneriad Research Foundation notecard: Field collected at Montañas de Ila, La Centinela. Live plant colelctor Dodson 6807, August-1977. Specimen made from plant cultivated at MSBG.",,,0,,,,
SEL,"Wiehler, Hans Joachim",s.n.,Gesneriaceae,Drymonia,macrophylla,,(Oerst.) H.E. Moore,,,,species,Drymonia macrophylla (Oerst.) H.E. Moore,SEL,,52619,SEL066032,,,TRUE,TRUE,Ecuador,Pichincha,,"Note on Gesneriad Research Foundation index card: found as seedling in greenhouse, on Cryptopharanthus sp., Dodson 6115 SEL acc. # 91-76-20. Originally collected at Montana de Ilah, (Centinela). Specimen made from plant cultivated at Marie Selby BG.",,,540,,,,
SEL,"Wiehler, Hans Joachim",s.n.,Gesneriaceae,Gasteranthus,atratus,,Wiehler,,,,species,Gasteranthus atratus Wiehler,SEL,,57464,SEL070940,1978,,TRUE,TRUE,Ecuador,Los Ríos,,"Field collected at Montanas de Ila, along ridge near Centinela by Madison, August-1977. Specimen from plant cultivated at MSBG.",-0.583333,-79.25,600,,,,
SEL,"Wiehler, Hans Joachim",s.n.,Gesneriaceae,Gasteranthus,atratus,,Wiehler,,,,species,Gasteranthus atratus Wiehler,SEL,,57461,SEL070939,,,TRUE,TRUE,Ecuador,Los Ríos,Buena Fé,"Field collected between 16 July and 11 August 1977 along ridge line near La Centinella at km 12 on road from Patricia Pilar to Flor de Mayo, Montanas de Ila. Live plant collector Dodson 6838, August-1977. Specimen made from cultivated plant atMSBG.",-0.583333,-79.25,600,,,From Dodson et al. collection: Cloud forest floor in deep shade.,
SEL,"Wiersema, John H.",2002,Bromeliaceae,Guzmania,remyi,,L.B. Sm.,,,,species,Guzmania remyi L.B. Sm.,SEL,,36483,SEL015210,1980,,,TRUE,Ecuador,Los Ríos,,"Centinela Ridge area, 12.5 km E of Patricia Pilar.",-0.641687,-79.307177,400,,,Lightly disturbed forest on hills. Frequent epiphyte in understory trees.,
Testo-gbif,"Christenson, Eric Alston",1162,Polypodiaceae,Serpocaulon,maritimum,,,Testo-Good,,,SPECIES,Serpocaulon maritimum (Hieron.) A.R. Sm.,"CM, F",,CM351258,,1986,25-Jan-86,,TRUE,Ecuador,Pichincha,,Centinela,NA,NA,,,,,
Testo-gbif,"Croat, Thomas Bernard",73829,Thelypteridaceae,Macrothelypteris,torresiana,,,Testo-Good,,,SPECIES,Macrothelypteris torresiana (Gaudich.) Ching,MO,,9538,,1992,9-Apr-92,,FALSE,Ecuador,Los Ríos,,"Centro Cientifico Río Palenque; along the road between Santo Domingo de los Colorados and Quevedo, at km 47, 1.7 km S of Patricia Pilar.",-0.58333,-79.35,,,,,
Testo-gbif,"Croat, Thomas Bernard",73831,Hemidictyaceae,Hemidictyum,marginatum,,,Testo-Good,,,SPECIES,Hemidictyum marginatum (L.) C. Presl,MO,,9547,,1992,9-Apr-92,,FALSE,Ecuador,Los Ríos,,"Centro Cientifico Río Palenque; along the road between Santo Domingo de los Colorados and Quevedo, at km 47, 1.7 km S of Patricia Pilar.",-0.58333,-79.35,,,,,
Testo-gbif,"Croat, Thomas Bernard",96215,Hymenophyllaceae,Vandenboschia,collariatum,,,Testo-Good,,,SPECIES,Vandenboschia collariata (Bosch) Ebihara & K. Iwats.,MO,,3016944,,2006,22-Mar-06,,FALSE,Ecuador,Los Ríos,,"Río Palenque Science Center, along road 25 from Santo Domingo de los Colorados to Quevedo; just S of Patricia Pilar on E side of Hwy, along road to hotel.",-0.5875,-79.36555,,,,,
Testo-gbif,"Dodson, Calaway Homer",7194,Dryopteridaceae,Elaphoglossum,cinereum,,,Testo-Dubious,,,SPECIES,Elaphoglossum cinereum (Sodiro) C. Chr.,US,,US 2837582,,1978,23-Aug-78,,TRUE,Ecuador,Pichincha,,"Centineal, Canton Sto Domingo, 12 km E of Patricia Pilar, along path on ridge line",NA,NA,,,,,
Testo-gbif,"Dodson, Calaway Homer",7248,Marattiaceae,Danaea,nodosa,,,Testo-New det,,,SPECIES,Danaea latipinna Tuomisto & R.C.Moran,US,,2837576,1403607,1978,17-Aug-78,,TRUE,Ecuador,Pichincha,,"Centinela, canton Sto Domingo, 12 km E of Patricia Pilar",,,600,,,,
Testo-gbif,"Dodson, Calaway Homer",7363,Lycopodiaceae,Phlegmariurus,dichaeoides,,,Testo-Good,,,SPECIES,Huperzia dichaeoides (Maxon) Holub,"MO, SEL",Huperzia callitrichifolia (Mett.) Holub,3328755,,1979,6-Feb-79,,TRUE,Ecuador,Los Ríos,,Prov. Los Rios or Pichincha. Path following ridge line at El Centinela at crest of Montanas de lla on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilar is at Km 45 on road from Sto Domingo to Quevedo.,,,600,,,,
Testo-gbif,"Dodson, Calaway Homer",7366,Polypodiaceae,Pleopeltis,wiesbaurii,,,Testo-Good,,,SPECIES,Pleopeltis wiesbaurii (Sodiro) Lellinger,"SEL, US, MO, F",,990108,,1979,6-Feb-79,,TRUE,Ecuador,Pichincha,,Collections from path following ridge line at El Centinela. Montanas de Ila on road from Patricia Pilar to Pilar is at km 45 on road Domingo to Quevedo.,-0.61666,-79.3,,,,,
Testo-gbif,"Dodson, Calaway Homer",12415,Tectariaceae,Tectaria,mexicana,,,Testo-OK,,,SPECIES,Tectaria mexicana (Fée) C.V. Morton,"MO, US",,976006,,1982,13-Feb-82,,TRUE,Ecuador,Los Ríos,,path following ridge line at El Centinela at crest of Montanas de Ila on road from Patricia Pilar to 24 de Mayo at km 12. Patricia Pilas is at km 45 on road from Sto. Domingo to Quevedo. Los Rios or Pichincha,,,600,,,,
Testo-gbif,"Grayum, Michael Howard",9371,Tectariaceae,Tectaria,rivalis,,,Testo-Check,,,SPECIES,Tectaria rivalis (Mett. ex Kuhn) C.Chr.,MO,,21339,,1989,9-Apr-89,,FALSE,Ecuador,Los Ríos,,"Río Palenque Science Center, at W side of Río Baba (= Río Palenque) ca. 2 km SSE of Patricia Pilar.",-0.59166,-79.36666,,,,,
Testo-gbif,"Grayum, Michael Howard",9373,Thelypteridaceae,Goniopteris,urbani,,,Testo-Good,,,SPECIES,Goniopteris urbani (Sodiro) Salino & T. E. Almeida,MO,,21379,,1989,9-Apr-89,,FALSE,Ecuador,Los Ríos,,"Río Palenque Science Center, at W side of Río Baba (= Río Palenque) ca. 2 km SSE of Patricia Pilar.",-0.59166,-79.36666,,,,,
Testo-gbif,"Grayum, Michael Howard",9375,Dryopteridaceae,Stigmatopteris,killipiana,,,Testo-Good,,,SPECIES,Stigmatopteris killipiana Lellinger,MO,,21389,,1989,9-Apr-89,,FALSE,Ecuador,Los Ríos,,"Río Palenque Science Center, at W side of Río Baba (= Río Palenque) ca. 2 km SSE of Patricia Pilar.",-0.59166,-79.36666,,,,,
Testo-gbif,"Grayum, Michael Howard",9376,Dryopteridaceae,Stigmatopteris,sordida,,,Testo-Good,,,SPECIES,Stigmatopteris sordida (Maxon) C. Chr.,MO,,21399,,1989,9-Apr-89,,FALSE,Ecuador,Los Ríos,,"Río Palenque Science Center, at W side of Río Baba (= Río Palenque) ca. 2 km SSE of Patricia Pilar.",-0.59166,-79.36666,,,,,
Testo-gbif,"Grayum, Michael Howard",9380,Tectariaceae,Tectaria,heracleifolia,,,Testo-Good,,,SPECIES,Tectaria heracleifolia (Willd.) Underw.,MO,,21459,,1989,9-Apr-89,,FALSE,Ecuador,Los Ríos,,"Río Palenque Science Center, at W side of Río Baba (= Río Palenque) ca. 2 km SSE of Patricia Pilar.",-0.59166,-79.36666,,,,,
Testo-gbif,"Hansen, Bruce Frederick",7738,Selaginellaceae,Selaginella,geniculata,,,Testo-Good,,,SPECIES,Selaginella geniculata (C. Presl) Spring,"USF, UNA, FLAS",,151842,,1980,28-Jul-80,,TRUE,Ecuador,Los Ríos Prov.,,"Centinela Ridge area, 12.5 km E of Patricia Pilar.",-2.23333,-80.55,1400 ft,,,,
Testo-gbif,"Hansen, Bruce Frederick",7745,Hymenophyllaceae,Hymenophyllum,hirsutum,,,Testo-Good,,,SPECIES,Hymenophyllum hirsutum (L.) Sw.,USF,,153892,,1980,28-Jul-80,,TRUE,Ecuador,Los Ríos Prov.,,"Centinela Ridge area, 12.5 km E of Patricia Pilar.",-2.23333,-80.55,1400 ft,,,,
Testo-gbif,"Hansen, Bruce Frederick",7748,Polypodiaceae,Microgramma,percussum,,,Testo-Good,,,SPECIES,Microgramma percussa (Cav.) de la Sota,USF,,151796,,1980,28-Jul-80,,TRUE,Ecuador,Los Ríos Prov.,,"Centinela Ridge area, 12.5 km E of Patricia Pilar.",-2.23333,-80.55,1400 ft,,,,
Testo-gbif,"Hansen, Bruce Frederick",7752,Thelypteridaceae,Amauropelta,amphioxypteris,,,Testo-Good,,,SPECIES,Amauropelta amphioxypteris (Sodiro) Salino & T. E. Almeida,"MO, USF, UNA",,3381472,,1980,28-Jul-80,,TRUE,Ecuador,Los Ríos,,"Centienela Ridge area, 12.5 km E. of Patricia Pilar. Lightly disturbed forest on hills. On bank.",NA,NA,,,,,
Testo-gbif,"Hansen, Bruce Frederick",7791,Thelypteridaceae,Christella,dentata,,,Testo-Good,,,SPECIES,Christella dentata (Forssk.) Brownsey & Jermy,USF,,151614,,1980,28-Jul-80,,TRUE,Ecuador,Los Ríos Prov.,,7 km E of Patricia Pilar.,NA,NA,1000 ft,,,,
Testo-gbif,"Hansen, Bruce Frederick",7793,Marattiaceae,Danaea,moritziana,,,Testo-New det,,,SPECIES,Meniscium angustifolium Willd.,USF,,153919,,1980,28-Jul-80,,TRUE,Ecuador,Los Ríos Prov.,,7 km E of Patricia Pilar.,NA,NA,1000 ft,,,,
Testo-gbif,"Hansen, Bruce Frederick",7820,Aspleniaceae,Asplenium,alatum,,,Testo-New det,,,SPECIES,Asplenium hallii Hook.,USF,,152999,,1980,28-Jul-80,,TRUE,Ecuador,Los Ríos Prov.,,"Centinela Ridge area, 12.5 km E of Patricia Pilar.",,,,,,,
Testo-gbif,"Ingram, Stephen W.",885,Dryopteridaceae,Ctenitis,ampla,,,Testo-New Det,,,SPECIES,Ctenitis ampla (Humb. & Bonpl. ex Willd.) Ching,"MO, SEL",,4331962,MO-1821592,1991,21-Mar-91,TRUE,TRUE,Ecuador,Pichincha,,Centinela,-0.61666,-79.3,,,,,
Testo-gbif,"Ingram, Stephen W.",930,Dryopteridaceae,Ctenitis,ampla,,,Testo-New Det,,,SPECIES,Ctenitis ampla (Humb. & Bonpl. ex Willd.) Ching,"MO, SEL",,4331972,MO-1821591,1991,23-Apr-91,TRUE,TRUE,Ecuador,Pichincha,,Centinela,-0.61666,-79.3,,,,,
Testo-gbif,"Løjtnant, Bernt",15809,Lycopodiaceae,Phlegmariurus,linifolia,,,Testo-Good,,,SPECIES,Phlegmariurus linifolius (L.) B. Øllg.,"AAU, MO, QCA",,B.Lojtnant15809,,1979,10-Jul-79,FALSE,TRUE,Ecuador,Pichincha,,"Centenela, Montañas de Ila, 12 km E of Patricia Pilar. Virgin rain forest.",-0.566,-79.316,550 - 650 m,00°34'S 079°19'W,,,
Testo-gbif,"Løjtnant, Bernt",15814,Lycopodiaceae,Phlegmariurus,dichaeoides,,,Testo-Good,,,SPECIES,Phlegmariurus dichaeoides (Maxon) B. Øllg.,"AAU, MO, QCA",,30715,,1979,10-Jul-79,,TRUE,Ecuador,Pichincha,,"Centenela, Montañas de Ila, 12 km E of Patricia Pilar. Virgin rain forest.",-0.56666,-79.31666,550 - 650 m,00°34'S 079°19'W,,,
Testo-gbif,"Løjtnant, Bernt",15825,Aspleniaceae,Asplenium,holophlebium,,,Testo-Good,,,SPECIES,Asplenium holophlebium Baker,"AAU, MO, QCA",,B.Lojtnant15825,,1979,10-Jul-79,,TRUE,Ecuador,Pichincha,,"Centenela, Montañas de Ila, 12 km E of Patricia Pilar. Virgin rain forest.",-0.566,-79.316,550 - 650 m,00°34'S 079°19'W,,,
Testo-gbif,"Løjtnant, Bernt",15837,Polypodiaceae,Cochlidium,serrulata,,,Testo-Good,,,SPECIES,Cochlidium serrulatum (Sw.) L.E.Bishop,"AAU, MO, QCA",,42575,,1979,10-Jul-79,,TRUE,Ecuador,Pichincha,,"Centenela, Montañas de Ila, 12 km E of Patricia Pilar. Virgin rain forest.",-0.56666,-79.31666,550 - 650 m,00°34'S 079°19'W,,,
Testo-gbif,"Øllgaard, Benjamin",100673,Aspleniaceae,Hymenasplenium,laetum,,,Testo-No Image,,,SPECIES,Hymenasplenium laetum (Sw.) L. Regalado & Prada,"AAU, MO",,B.Ollgaard100673,,1993,28-Feb-93,FALSE,TRUE,Ecuador,Pichincha,,"Road Patricia Pilar-Montañas de Ila, km 12, Centinela. Moist stream ravine in premontane forest.",-0.616,-79.283,560 m,00°37'S 079°17'W,,,
Testo-gbif,"Øllgaard, Benjamin",100678,Dryopteridaceae,Bolbitis,pandurifolia,,,Testo-New Det,,,SPECIES,Bolbitis occidentalis R. C. Moran,"AAU, MO",,B.Ollgaard100678,,1993,28-Feb-93,FALSE,TRUE,Ecuador,Pichincha,,"Road Patricia Pilar-Montañas de Ila, km 18, N side of Torre de Bijagual, below antenas. Steep premontane forest.",-0.633,-79.283,620-680 m,00°38'S 079°17'W,,On banks at stream. Bulbiferous.,
Testo-gbif,"Øllgaard, Benjamin",100683,Hymenophyllaceae,Vandenboschia,collariatum,,,Testo-Good,,,SPECIES,Vandenboschia collariata (Bosch) Ebihara & K. Iwats.,"AAU, MO",,B.Ollgaard100683,,1993,28-Feb-93,FALSE,TRUE,Ecuador,Pichincha,,"Road Patricia Pilar-Montañas de Ila, km 18, N side of Torre de Bijagual, below antenas. Steep premontane forest.",-0.633,-79.283,620-680 m,00°38'S 079°17'W,,Climbing epiphyte in shade. Stipes broadly alate.,
